frame,robot_id,sim_x,sim_y,real_x,real_y
0,0,0.0000000,0.0000000,224.3300000,191.3300000
0,2,0.0000000,0.0000000,128.3300000,197.3300000
0,3,0.0000000,0.0000000,340.6700000,218.3300000
0,4,0.0000000,0.0000000,340.3300000,30.3300000
0,5,0.0000000,0.0000000,126.0000000,24.0000000
10000,0,0.0000000,0.0000000,223.9852716,190.4020407
10000,2,0.0000000,0.0000000,129.1160996,196.7283410
10000,3,0.0000000,0.0000000,340.3862996,217.3816012
10000,4,0.0000000,0.0000000,339.5840181,30.9807359
10000,5,0.0000000,0.0000000,126.7398772,24.6576686
2000,0,0.0000000,0.0000000,223.6370692,189.4647297
2000,2,0.0000000,0.0000000,129.9101213,196.1206187
2000,3,0.0000000,0.0000000,340.0997402,216.4236447
2000,4,0.0000000,0.0000000,338.8305184,31.6380296
2000,5,0.0000000,0.0000000,127.4872106,25.3219649
3000,0,0.0000000,0.0000000,223.2888317,188.5273244
3000,2,0.0000000,0.0000000,130.7042228,195.5128352
3000,3,0.0000000,0.0000000,339.8131520,215.4655919
3000,4,0.0000000,0.0000000,338.0769429,32.2953895
3000,5,0.0000000,0.0000000,128.2346191,25.9863281
4000,0,0.0000000,0.0000000,222.9405939,187.5899182
4000,2,0.0000000,0.0000000,131.4983252,194.9050512
4000,3,0.0000000,0.0000000,339.5265635,214.5075382
4000,4,0.0000000,0.0000000,337.3233667,32.9527500
4000,5,0.0000000,0.0000000,128.9820284,26.6506919
5000,0,0.0000000,0.0000000,222.5923561,186.6525120
5000,2,0.0000000,0.0000000,132.2924275,194.2972671
5000,3,0.0000000,0.0000000,339.2399750,213.5494844
5000,4,0.0000000,0.0000000,336.5697905,33.6101106
5000,5,0.0000000,0.0000000,129.7294377,27.3150558
6000,0,0.0000000,0.0000000,222.2441183,185.7151057
6000,2,0.0000000,0.0000000,133.0865299,193.6894830
6000,3,0.0000000,0.0000000,338.9533865,212.5914306
6000,4,0.0000000,0.0000000,335.8162143,34.2674711
6000,5,0.0000000,0.0000000,130.4768471,27.9794196
7000,0,0.0000000,0.0000000,221.8958805,184.7776995
7000,2,0.0000000,0.0000000,133.8806322,193.0816990
7000,3,0.0000000,0.0000000,338.6667980,211.6333769
7000,4,0.0000000,0.0000000,335.0626381,34.9248316
7000,5,0.0000000,0.0000000,131.2242564,28.6437835
8000,0,0.0000000,0.0000000,221.5476427,183.8402933
8000,2,0.0000000,0.0000000,134.6747346,192.4739149
8000,3,0.0000000,0.0000000,338.3802095,210.6753231
8000,4,0.0000000,0.0000000,334.3090618,35.5821922
8000,5,0.0000000,0.0000000,131.9716657,29.3081473
9000,0,0.0000000,0.0000000,221.1994049,182.9028871
9000,2,0.0000000,0.0000000,135.4688369,191.8661309
9000,3,0.0000000,0.0000000,338.0936210,209.7172693
9000,4,0.0000000,0.0000000,333.5554856,36.2395527
9000,5,0.0000000,0.0000000,132.7190750,29.9725111
10000,0,0.0000000,0.0000000,220.8511671,181.9654808
10000,2,0.0000000,0.0000000,136.2629392,191.2583468
10000,3,0.0000000,0.0000000,337.8070325,208.7592156
10000,4,0.0000000,0.0000000,332.8019094,36.8969132
10000,5,0.0000000,0.0000000,133.4664843,30.6368750
11000,0,0.0000000,0.0000000,220.5029293,181.0280746
11000,2,0.0000000,0.0000000,137.0570416,190.6505627
11000,3,0.0000000,0.0000000,337.5204440,207.8011618
11000,4,0.0000000,0.0000000,332.0483332,37.5542738
11000,5,0.0000000,0.0000000,134.2138937,31.3012388
12000,0,0.0000000,0.0000000,220.1546914,180.0906684
12000,2,0.0000000,0.0000000,137.8511439,190.0427787
12000,3,0.0000000,0.0000000,337.2338555,206.8431080
12000,4,0.0000000,0.0000000,331.2947569,38.2116343
12000,5,0.0000000,0.0000000,134.9613030,31.9656026
13000,0,0.0000000,0.0000000,219.8064536,179.1532622
13000,2,0.0000000,0.0000000,138.6452463,189.4349946
13000,3,0.0000000,0.0000000,336.9472669,205.8850542
13000,4,0.0000000,0.0000000,330.5411807,38.8689949
13000,5,0.0000000,0.0000000,135.7087123,32.6299665
14000,0,0.0000000,0.0000000,219.4582158,178.2158559
14000,2,0.0000000,0.0000000,139.4393486,188.8272105
14000,3,0.0000000,0.0000000,336.6606784,204.9270005
14000,4,0.0000000,0.0000000,329.7876045,39.5263554
14000,5,0.0000000,0.0000000,136.4561216,33.2943303
15000,0,0.0000000,0.0000000,219.1099780,177.2784497
15000,2,0.0000000,0.0000000,140.2334510,188.2194265
15000,3,0.0000000,0.0000000,336.3740899,203.9689467
15000,4,0.0000000,0.0000000,329.0340283,40.1837159
15000,5,0.0000000,0.0000000,137.2035309,33.9586942
16000,0,0.0000000,0.0000000,218.7617402,176.3410435
16000,2,0.0000000,0.0000000,141.0275533,187.6116424
16000,3,0.0000000,0.0000000,336.0875014,203.0108929
16000,4,0.0000000,0.0000000,328.2804520,40.8410765
16000,5,0.0000000,0.0000000,137.9509403,34.6230580
1700,0,0.0000000,0.0000000,218.4135024,175.4036373
1700,2,0.0000000,0.0000000,141.8216557,187.0038583
1700,3,0.0000000,0.0000000,335.8009129,202.0528392
1700,4,0.0000000,0.0000000,327.5268758,41.4984370
1700,5,0.0000000,0.0000000,138.6983496,35.2874218
1800,0,0.0000000,0.0000000,218.0652646,174.4662310
1800,2,0.0000000,0.0000000,142.6157580,186.3960743
1800,3,0.0000000,0.0000000,335.5143244,201.0947854
1800,4,0.0000000,0.0000000,326.7732996,42.1557975
1800,5,0.0000000,0.0000000,139.4457589,35.9517857
1900,0,0.0000000,0.0000000,217.7170268,173.5288248
1900,2,0.0000000,0.0000000,143.4098603,185.7882902
1900,3,0.0000000,0.0000000,335.2277359,200.1367316
1900,4,0.0000000,0.0000000,326.0197234,42.8131581
1900,5,0.0000000,0.0000000,140.1931682,36.6161495
2000,0,0.0000000,0.0000000,217.3687890,172.5914186
2000,2,0.0000000,0.0000000,144.2039627,185.1805062
2000,3,0.0000000,0.0000000,334.9411474,199.1786779
2000,4,0.0000000,0.0000000,325.2661471,43.4705186
2000,5,0.0000000,0.0000000,140.9405775,37.2805134
2100,0,0.0000000,0.0000000,217.0205511,171.6540124
2100,2,0.0000000,0.0000000,144.9980650,184.5727221
2100,3,0.0000000,0.0000000,334.6545589,198.2206241
2100,4,0.0000000,0.0000000,324.5125709,44.1278791
2100,5,0.0000000,0.0000000,141.6879868,37.9448772
2200,0,0.0000000,0.0000000,216.6723133,170.7166062
2200,2,0.0000000,0.0000000,145.7921674,183.9649380
2200,3,0.0000000,0.0000000,334.3679704,197.2625703
2200,4,0.0000000,0.0000000,323.7589947,44.7852397
2200,5,0.0000000,0.0000000,142.4353962,38.6092410
2300,0,0.0000000,0.0000000,216.3240755,169.7791999
2300,2,0.0000000,0.0000000,146.5862697,183.3571540
2300,3,0.0000000,0.0000000,334.0813819,196.3045165
2300,4,0.0000000,0.0000000,323.0054185,45.4426002
2300,5,0.0000000,0.0000000,143.1828055,39.2736049
2400,0,0.0000000,0.0000000,215.9758377,168.8417937
2400,2,0.0000000,0.0000000,147.3803721,182.7493699
2400,3,0.0000000,0.0000000,333.7947934,195.3464628
2400,4,0.0000000,0.0000000,322.2518423,46.0999608
2400,5,0.0000000,0.0000000,143.9302148,39.9379687
2500,0,0.0000000,0.0000000,215.6275999,167.9043875
