frame,robot_id,sim_x,sim_y,real_x,real_y
0,2,4.7605624,14.407863,195.45581770483068,193.1906145629519
0,7,8.032721,11.24343,233.53024668389162,156.36966762702522
0,1,12.327176,14.180694,283.50000203300044,190.54730364254527
0,3,5.1060615,6.770029,199.47600194550992,104.31772400868809
0,9,1.7660571,10.793047,160.61212318774795,151.1290643685486
0,8,1.8170753,3.5349865,161.20576373215388,66.67516727382056
0,4,15.144953,10.000751,316.2873042651722,141.91000097587596
0,0,11.043939,6.722102,268.56840910511755,103.76005247376409
0,5,13.574062,2.4975038,298.00861683140965,54.603145970918334
0,2,4.779124,14.208733,195.6717954400655,190.87356174220298
0,7,7.9760222,11.211186,232.87051199221776,155.99448357378117
0,1,12.325081,13.980738,283.4756222824835,188.22064096110103
0,3,5.2886286,6.8516917,201.6003304526026,105.26794059807769
0,9,1.9652799,10.796119,162.93025517587864,151.1648072799801
0,8,2.0016756,3.6119459,163.3537506953695,67.57065703817064
0,4,14.945156,9.996247,313.9624947554787,141.85760171236166
0,0,10.900165,6.816002,266.89547217820336,104.85265812494609
0,5,13.495877,2.681588,297.098864857523,56.74512677119937
10,2,5.6939726,12.300203,206.31686339807843,168.66615019691932
10,7,7.9379234,10.603244,232.42719890925196,148.9205386120034
10,1,11.415104,12.138331,272.8872425154199,166.78262859747
10,3,5.8930006,6.7247825,208.63272885728642,103.79124013367661
10,9,4.1482615,10.402908,188.33116019873688,146.58945938950058
10,8,4.381166,4.340761,191.04120749584303,76.0510622614207
10,4,12.640037,9.909718,287.1404081299877,140.8507524162069
10,0,10.350737,6.658016,260.5023958338434,103.01435613558166
10,5,12.296679,4.8564205,283.1451362879933,82.05121071044438
20,2,6.48485,12.2340765,215.51941469754706,167.8967066279193
20,7,8.398909,10.077676,237.79116570277483,142.80509402830933
20,1,10.496104,12.0335,262.19387557510163,165.56281990569832
20,3,6.65771,7.4025764,217.53079405095906,111.67796736069644
20,9,4.4755144,9.416648,192.13903420875386,135.11345474119065
20,8,5.628685,5.0101933,205.55718504548938,83.84049242310945
20,4,12.079084,9.115175,280.61323760936625,131.60555597279807
20,0,9.381859,6.910429,249.22865323044562,105.95140032689545
20,5,11.422862,5.3961406,272.9775152830372,88.33132680428679
30,2,6.52903,12.164175,216.03348676056348,167.0833417787436
30,7,8.610759,9.9556,240.25622813317085,141.38463233296596
30,1,10.367147,12.196065,260.69335020202516,167.4544089055235
30,3,6.3867884,7.661628,214.37838245043613,114.69225663318834
30,9,4.36162,9.456186,190.81377227658058,135.5735184993523
30,8,6.2257957,4.853132,212.50509213454467,82.0129432686339
30,4,11.975479,9.115437,279.4076994497588,131.60859650608964
30,0,9.148183,6.6903276,246.5096285923435,103.39032806424069
