frame,robot_id,sim_x,sim_y,real_x,real_y
0,0,0.0000000,0.0000000,221.8386443,195.0506827
0,2,0.0000000,0.0000000,123.6604262,201.5352776
0,3,0.0000000,0.0000000,321.7747329,215.2988396
0,4,0.0000000,0.0000000,302.7879394,48.5141270
0,5,0.0000000,0.0000000,123.6777802,20.8775174
10,0,0.0000000,0.0000000,239.9760260,187.8631566
10,2,0.0000000,0.0000000,152.0498017,184.7113851
10,3,0.0000000,0.0000000,272.4795600,166.9414518
10,4,0.0000000,0.0000000,249.0737573,54.0626984
10,5,0.0000000,0.0000000,237.5615519,148.4209909
20,0,0.0000000,0.0000000,239.9967770,187.8731931
20,2,0.0000000,0.0000000,152.0498017,184.7113851
20,3,0.0000000,0.0000000,272.4796886,166.9456638
20,4,0.0000000,0.0000000,249.0737573,54.0626984
20,5,0.0000000,0.0000000,237.6368766,148.3811282
30,0,0.0000000,0.0000000,239.9976450,187.8736282
30,2,0.0000000,0.0000000,152.0498017,184.7113851
30,3,0.0000000,0.0000000,272.4796527,166.9446991
30,4,0.0000000,0.0000000,249.0737573,54.0626984
30,5,0.0000000,0.0000000,237.6360155,148.3816802
40,0,0.0000000,0.0000000,239.9985120,187.8740628
40,2,0.0000000,0.0000000,152.0498017,184.7113851
40,3,0.0000000,0.0000000,272.4796167,166.9437353
40,4,0.0000000,0.0000000,249.0737573,54.0626984
40,5,0.0000000,0.0000000,237.6351489,148.3822357
50,0,0.0000000,0.0000000,239.9993786,187.8744971
50,2,0.0000000,0.0000000,152.0498017,184.7113851
50,3,0.0000000,0.0000000,272.4795807,166.9427719
50,4,0.0000000,0.0000000,249.0737573,54.0626984
50,5,0.0000000,0.0000000,237.6342827,148.3827911
60,0,0.0000000,0.0000000,240.0002449,187.8749312
60,2,0.0000000,0.0000000,152.0498017,184.7113851
60,3,0.0000000,0.0000000,272.4795447,166.9418090
60,4,0.0000000,0.0000000,249.0737573,54.0626984
60,5,0.0000000,0.0000000,237.6334168,148.3833462
70,0,0.0000000,0.0000000,240.0011109,187.8753651
70,2,0.0000000,0.0000000,139.1455401,192.3586090
70,3,0.0000000,0.0000000,272.4795087,166.9408465
70,4,0.0000000,0.0000000,249.0737573,54.0626984
70,5,0.0000000,0.0000000,237.6325514,148.3839011
80,0,0.0000000,0.0000000,240.0019765,187.8757987
80,2,0.0000000,0.0000000,122.3700000,202.3000000
80,3,0.0000000,0.0000000,272.4794726,166.9398844
80,4,0.0000000,0.0000000,249.0737573,54.0626984
80,5,0.0000000,0.0000000,237.6316864,148.3844559
90,0,0.0000000,0.0000000,240.0028417,187.8762321
90,2,0.0000000,0.0000000,122.3700000,202.3000000
90,3,0.0000000,0.0000000,272.4794366,166.9389227
90,4,0.0000000,0.0000000,249.0737573,54.0626984
90,5,0.0000000,0.0000000,237.6308218,148.3850104
100,0,0.0000000,0.0000000,240.0037066,187.8766653
100,2,0.0000000,0.0000000,122.3700000,202.3000000
100,3,0.0000000,0.0000000,272.4794004,166.9379614
100,4,0.0000000,0.0000000,249.0737573,54.0626984
100,5,0.0000000,0.0000000,237.6299576,148.3855647
110,0,0.0000000,0.0000000,240.0045711,187.8770983
110,2,0.0000000,0.0000000,122.3700000,202.3000000
110,3,0.0000000,0.0000000,272.4793643,166.9370005
110,4,0.0000000,0.0000000,249.0737573,54.0626984
110,5,0.0000000,0.0000000,237.6290937,148.3861189
120,0,0.0000000,0.0000000,237.1492895,178.9862404
120,2,0.0000000,0.0000000,122.3700000,202.3000000
120,3,0.0000000,0.0000000,282.2077577,173.3453017
120,4,0.0000000,0.0000000,249.0737573,54.0626984
120,5,0.0000000,0.0000000,243.7003000,139.2236326
130,0,0.0000000,0.0000000,233.6527751,149.2283994
130,2,0.0000000,0.0000000,122.3700000,202.3000000
130,3,0.0000000,0.0000000,302.9198659,195.0480336
130,4,0.0000000,0.0000000,249.0737573,54.0626984
130,5,0.0000000,0.0000000,266.5000331,119.8893563
140,0,0.0000000,0.0000000,235.5866089,119.2932638
140,2,0.0000000,0.0000000,122.3700000,202.3000000
140,3,0.0000000,0.0000000,323.6319742,216.7507655
140,4,0.0000000,0.0000000,249.0737573,54.0626984
140,5,0.0000000,0.0000000,292.2918426,104.5671541
150,0,0.0000000,0.0000000,237.3375353,89.3505823
150,2,0.0000000,0.0000000,122.3700000,202.3000000
150,3,0.0000000,0.0000000,323.6319742,216.7507655
150,4,0.0000000,0.0000000,249.3275200,48.6182320
150,5,0.0000000,0.0000000,292.2918426,104.5671541
160,0,0.0000000,0.0000000,237.5405760,74.3426031
160,2,0.0000000,0.0000000,122.3700000,202.3000000
160,3,0.0000000,0.0000000,323.6319742,216.7507655
160,4,0.0000000,0.0000000,242.0698048,38.7236353
160,5,0.0000000,0.0000000,292.2918426,104.5671541
170,0,0.0000000,0.0000000,237.5404797,74.3425908
170,2,0.0000000,0.0000000,122.3700000,202.3000000
170,3,0.0000000,0.0000000,323.6319742,216.7507655
170,4,0.0000000,0.0000000,242.0696350,38.7236137
170,5,0.0000000,0.0000000,292.2918426,104.5671541
180,0,0.0000000,0.0000000,237.5404797,74.3425908
180,2,0.0000000,0.0000000,122.3700000,202.3000000
180,3,0.0000000,0.0000000,323.6319742,216.7507655
180,4,0.0000000,0.0000000,242.0696350,38.7236137
180,5,0.0000000,0.0000000,292.2918426,104.5671541
190,0,0.0000000,0.0000000,237.5404797,74.3425908
190,2,0.0000000,0.0000000,122.3700000,202.3000000
190,3,0.0000000,0.0000000,323.6319742,216.7507655
190,4,0.0000000,0.0000000,242.0696350,38.7236137
190,5,0.0000000,0.0000000,292.2918426,104.5671541
200,0,0.0000000,0.0000000,237.5404797,74.3425908
200,2,0.0000000,0.0000000,122.3700000,202.3000000
200,3,0.0000000,0.0000000,323.6319742,216.7507655
200,4,0.0000000,0.0000000,242.0696350,38.7236137
200,5,0.0000000,0.0000000,292.2918426,104.5671541
210,0,0.0000000,0.0000000,237.5404797,74.3425908
210,2,0.0000000,0.0000000,122.3700000,202.3000000
210,3,0.0000000,0.0000000,323.6319742,216.7507655
210,4,0.0000000,0.0000000,242.0696350,38.7236137
210,5,0.0000000,0.0000000,292.2918426,104.5671541
220,0,0.0000000,0.0000000,237.5404797,74.3425908
220,2,0.0000000,0.0000000,122.3700000,202.3000000
220,3,0.0000000,0.0000000,323.6319742,216.7507655
220,4,0.0000000,0.0000000,242.0696350,38.7236137
220,5,0.0000000,0.0000000,292.2918426,104.5671541
230,0,0.0000000,0.0000000,237.5404797,74.3425908
230,2,0.0000000,0.0000000,122.3700000,202.3000000
230,3,0.0000000,0.0000000,323.6319742,216.7507655
230,4,0.0000000,0.0000000,242.0696350,38.7236137
230,5,0.0000000,0.0000000,292.2918426,104.5671541
240,0,0.0000000,0.0000000,237.5404797,74.3425908
240,2,0.0000000,0.0000000,122.3700000,202.3000000
240,3,0.0000000,0.0000000,323.6319742,216.7507655
240,4,0.0000000,0.0000000,242.0696350,38.7236137
240,5,0.0000000,0.0000000,292.2918426,104.5671541
250,0,0.0000000,0.0000000,237.5404797,74.3425908
250,2,0.0000000,0.0000000,122.3700000,202.3000000
250,3,0.0000000,0.0000000,323.6319742,216.7507655
250,4,0.0000000,0.0000000,242.0696350,38.7236137
250,5,0.0000000,0.0000000,276.2940266,97.8521791
260,0,0.0000000,0.0000000,212.3616585,75.2677445
260,2,0.0000000,0.0000000,122.3700000,202.3000000
260,3,0.0000000,0.0000000,323.6319742,216.7507655
260,4,0.0000000,0.0000000,264.0750301,39.6733093
260,5,0.0000000,0.0000000,249.9307723,83.6204910
270,0,0.0000000,0.0000000,184.9648853,87.2197534
270,2,0.0000000,0.0000000,122.3700000,202.3000000
270,3,0.0000000,0.0000000,323.6319742,216.7507655
270,4,0.0000000,0.0000000,293.3984003,46.0089202
270,5,0.0000000,0.0000000,225.5299973,66.3746836
280,0,0.0000000,0.0000000,159.0313983,102.3013398
280,2,0.0000000,0.0000000,122.3700000,202.3000000
